timestamp_utc,overall_vibration_value,speed_value,skin_temperature_value,motor_supply_frequency_value,output_power_value,peak_to_peak_tangential_value,vibration_radial_value,vibration_tangential_value,vibration_axial_value,acceleration_rms_axial_value,acceleration_rms_tangential_value,acceleration_rms_radial_value
2026-05-16 06:00:00,1.225,1058.7,44.6,36.0,7.68,1.8135,0.73,1.225,0.556,0.1425,0.2871,0.1115
2026-05-16 07:00:00,0.833,1063.5,40.3,36.0,5.93,1.7305,0.618,0.833,0.62,0.1407,0.2783,0.1088
2026-05-16 11:00:00,0.925,1063.3,44.1,35.97,5.65,1.6621,0.75,0.925,0.57,0.1448,0.2664,0.1047
2026-05-16 14:00:00,0.657,1061.9,46.1,35.97,6.18,1.6045,0.564,0.657,0.54,0.1586,0.2559,0.1033
2026-05-16 15:00:00,1.241,1061.4,45.5,36.0,6.69,1.7178,0.688,1.241,0.655,0.1573,0.2661,0.1113
2026-05-16 18:00:00,0.914,1060.2,43.9,36.0,7.12,1.7188,0.574,0.914,0.719,0.1471,0.2693,0.1063
2026-05-16 19:00:00,1.038,1061.7,43.3,36.0,6.57,1.7314,0.899,1.038,0.533,0.149,0.2729,0.1074
2026-05-16 21:00:00,1.03,1061.0,40.5,36.0,6.84,1.9395,0.648,1.03,0.623,0.1323,0.2852,0.1128
2026-05-16 22:00:00,1.099,1071.9,39.9,36.0,2.91,1.665,0.577,1.099,0.564,0.1349,0.2856,0.1099
2026-05-17 01:00:00,0.948,1059.9,41.6,36.0,7.24,1.6201,0.667,0.948,0.663,0.1403,0.2781,0.1061
2026-05-17 03:00:00,1.056,1062.8,43.2,36.0,6.2,1.7656,0.746,1.056,0.688,0.1354,0.2771,0.1094
2026-05-17 04:00:00,0.867,1063.1,41.2,36.0,6.08,1.7666,0.802,0.867,0.718,0.137,0.2822,0.1077
2026-05-17 05:00:00,0.942,1061.3,41.9,36.0,6.74,1.6709,0.72,0.942,0.566,0.1484,0.2727,0.1047
2026-05-17 06:00:00,0.903,1070.2,40.6,36.0,3.52,1.6797,0.755,0.903,0.699,0.135,0.2822,0.1118
2026-05-17 07:00:00,1.128,1070.9,41.8,36.0,3.26,1.6016,0.994,1.128,0.631,0.1472,0.2734,0.1077
2026-05-17 09:00:00,1.362,997.2,42.4,33.91,6.79,1.5215,1.362,1.277,0.944,0.1401,0.2534,0.1115
2026-05-17 10:00:00,1.827,996.9,44.1,33.91,6.9,1.5977,1.068,1.827,0.822,0.1421,0.2551,0.1066
2026-05-17 11:00:00,1.579,1008.1,44.6,33.91,3.09,1.498,0.892,1.579,0.719,0.1379,0.2502,0.1038
2026-05-17 12:00:00,1.696,1000.3,45.3,33.91,5.74,1.583,0.708,1.696,0.591,0.1376,0.2482,0.103
2026-05-17 14:00:00,1.316,1000.1,49.6,33.91,5.81,1.5166,1.236,1.316,0.711,0.1456,0.2419,0.1077
2026-05-17 15:00:00,1.84,998.3,45.8,33.91,6.39,1.5195,1.84,1.252,1.056,0.144,0.246,0.116
2026-05-17 16:00:00,1.663,998.1,45.0,33.91,6.46,1.585,1.663,1.07,0.875,0.1416,0.2448,0.1145
2026-05-17 20:00:00,2.002,1071.1,39.6,35.97,2.86,2.3984,1.147,2.002,0.693,0.139,0.4478,0.1802
2026-05-17 23:00:00,3.23,1700.4,35.2,57.09,5.45,2.9746,1.249,2.5,3.23,0.2366,0.4319,0.1559
2026-05-18 00:00:00,2.23,1700.9,39.5,57.12,5.61,2.5645,1.849,1.464,2.23,0.2384,0.4106,0.1467
2026-05-18 01:00:00,0.697,579.0,42.5,19.48,1.08,0.1689,0.325,0.697,0.196,0.007,0.0251,0.0118
2026-05-18 02:00:00,5.277,1152.3,50.6,39.81,16.74,2.75,1.485,5.277,0.679,0.189,0.4133,0.1414
2026-05-18 03:00:00,2.031,1701.5,41.8,57.12,5.35,2.6738,1.238,2.031,1.313,0.2457,0.4233,0.1407
2026-05-18 04:00:00,2.967,1701.5,41.8,57.12,5.34,2.8359,1.224,2.967,2.07,0.2539,0.4417,0.1422
2026-05-18 07:00:00,1.717,1701.1,39.2,57.09,5.14,2.7578,1.701,1.717,1.363,0.2122,0.4194,0.1425
2026-05-18 08:00:00,2.449,1701.0,41.8,57.12,5.59,2.875,1.396,1.893,2.449,0.2372,0.4556,0.1467
2026-05-18 09:00:00,2.877,1701.8,43.5,57.09,4.83,2.7402,1.963,2.406,2.877,0.2466,0.4417,0.1494
2026-05-18 11:00:00,1.947,1701.7,43.7,57.12,5.29,2.8457,1.947,1.412,1.892,0.2314,0.4373,0.1499
2026-05-18 12:00:00,2.484,1701.4,45.6,57.12,5.42,2.6816,1.118,1.706,2.484,0.2686,0.415,0.151
2026-05-18 17:00:00,1.373,685.5,39.9,23.39,3.8,1.2393,0.439,1.373,0.36,0.1137,0.1901,0.0739
2026-05-18 22:00:00,0.828,504.6,34.4,17.0,0.93,1.1094,0.556,0.758,0.828,0.0891,0.1639,0.0678
2026-05-18 23:00:00,1.035,503.8,38.3,17.02,1.14,0.8818,0.467,1.035,0.716,0.0876,0.1312,0.0561
2026-05-19 00:00:00,0.822,503.9,39.6,17.02,1.12,0.7969,0.437,0.683,0.822,0.089,0.1273,0.0578
2026-05-19 03:00:00,0.63,504.0,36.4,17.08,1.42,0.7881,0.37,0.63,0.489,0.0825,0.1222,0.0575
2026-05-19 04:00:00,0.75,504.0,39.3,17.09,1.5,0.8525,0.628,0.75,0.56,0.0853,0.1382,0.0625
2026-05-19 05:00:00,0.876,504.3,40.7,17.09,1.46,0.877,0.607,0.876,0.508,0.0826,0.1365,0.0611
2026-05-19 07:00:00,0.603,498.3,40.7,17.09,2.48,0.8555,0.361,0.603,0.499,0.0866,0.1398,0.0599
2026-05-19 08:00:00,0.601,497.6,45.4,17.09,2.59,0.9502,0.599,0.601,0.533,0.0904,0.1407,0.0656
2026-05-19 09:00:00,0.717,503.3,42.8,17.09,1.62,0.9458,0.583,0.717,0.418,0.0893,0.1442,0.0626
2026-05-19 10:00:00,1.083,504.0,43.3,17.09,1.51,0.9434,1.083,0.824,0.567,0.086,0.1448,0.0714
2026-05-19 11:00:00,0.7,503.8,44.6,17.09,1.54,0.8765,0.606,0.7,0.583,0.0889,0.1461,0.0637
2026-05-19 12:00:00,0.776,504.1,44.8,17.09,1.48,0.9868,0.622,0.776,0.487,0.0822,0.1461,0.0656
2026-05-19 13:00:00,0.888,503.7,45.7,17.09,1.55,1.0107,0.859,0.888,0.443,0.0815,0.1534,0.0666
2026-05-19 14:00:00,0.536,503.8,45.7,17.09,1.54,0.9648,0.391,0.536,0.466,0.0822,0.1506,0.0641
2026-05-19 19:00:00,1.224,594.9,42.9,19.98,0.92,2.1523,0.661,1.224,0.598,0.1565,0.3215,0.1268
2026-05-19 20:00:00,1.077,1134.6,42.0,39.03,14.2,2.2578,0.914,1.077,0.637,0.1664,0.3496,0.1482
2026-05-20 00:00:01,1.077,1323.2,34.8,44.38,3.57,1.9697,0.756,1.077,0.598,0.1597,0.3152,0.1343
2026-05-20 01:00:01,1.223,1323.3,37.4,44.41,3.97,2.1133,0.775,1.223,0.692,0.1868,0.335,0.1572
2026-05-20 02:00:01,0.875,1322.7,37.1,44.38,3.8,2.1113,0.64,0.875,0.56,0.1633,0.3335,0.1443
2026-05-20 04:00:01,1.155,1323.2,34.7,44.38,3.57,2.0273,0.585,1.155,0.718,0.1597,0.3303,0.1403
2026-05-20 10:00:01,1.22,629.5,32.4,21.16,1.11,1.5166,0.507,1.032,1.22,0.1344,0.2084,0.0883
2026-05-20 13:00:01,2.361,1701.5,39.9,57.09,4.96,2.668,1.775,2.361,1.421,0.2302,0.417,0.144
2026-05-20 14:00:01,2.168,1701.7,42.0,57.09,4.86,2.7363,1.302,1.451,2.168,0.2517,0.4238,0.1458
2026-05-20 15:00:01,2.152,1701.9,42.7,57.12,5.19,2.6934,1.136,2.152,1.555,0.2505,0.437,0.1412
2026-05-20 17:00:01,2.039,1700.9,40.1,57.09,5.2,2.5742,0.967,2.039,0.975,0.2142,0.3982,0.1361
2026-05-20 18:00:01,2.311,1701.4,40.4,57.12,5.41,2.502,0.908,2.311,1.454,0.2522,0.4087,0.1396
2026-05-20 21:00:01,2.771,1701.2,39.9,57.22,6.7,2.5801,1.606,1.814,2.771,0.2274,0.4194,0.1471
2026-05-20 23:00:01,2.777,1701.4,37.1,57.19,6.22,2.7852,1.186,2.777,2.211,0.2145,0.4124,0.1381
2026-05-21 01:00:01,1.668,1701.8,37.2,57.19,6.06,2.3457,0.958,1.668,1.191,0.2365,0.3792,0.1317
2026-05-21 03:00:01,1.763,1700.9,40.8,57.16,6.02,2.6074,1.754,1.763,1.582,0.2284,0.4006,0.1434
2026-05-21 04:00:01,0.41,216.5,46.3,7.42,0.46,0.0732,0.185,0.41,0.101,0.0054,0.0139,0.0074
2026-05-21 10:00:06,1.498,1699.0,38.0,57.06,5.64,2.3887,1.312,1.498,0.777,0.2163,0.3943,0.129
2026-05-21 11:00:00,1.307,604.6,49.2,20.38,1.35,0.4124,1.307,0.899,0.275,0.0398,0.0693,0.0513
2026-05-21 13:00:00,2.227,1700.9,42.7,57.09,5.2,2.7793,1.405,1.791,2.227,0.2438,0.4404,0.1411
2026-05-21 15:00:00,1.935,1702.0,40.5,57.09,4.72,2.5938,1.267,1.935,1.65,0.2065,0.4231,0.1428
2026-05-21 17:00:00,2.506,1700.1,43.3,57.12,5.99,2.6641,1.325,1.745,2.506,0.2537,0.4275,0.1422
2026-05-21 18:00:00,1.8,1701.7,42.9,57.12,5.26,2.5723,1.326,1.609,1.8,0.2358,0.3987,0.1376
2026-05-21 20:00:00,1.985,1701.1,40.7,57.09,5.11,2.668,1.335,1.985,1.326,0.2191,0.4167,0.1418
2026-05-21 22:00:00,2.1,1700.4,40.5,57.12,5.85,2.6699,1.376,1.4,2.1,0.25,0.4285,0.1453
2026-05-22 00:00:00,2.451,1701.8,41.4,57.12,5.25,2.668,1.107,2.451,1.746,0.26,0.425,0.1373
2026-05-22 03:00:00,0.324,689.4,44.7,24.08,7.94,0.1494,0.215,0.324,0.117,0.0063,0.0158,0.0091
2026-05-22 04:00:00,2.5,1700.8,39.6,57.16,6.07,2.668,1.26,1.947,2.5,0.2089,0.4221,0.1442
2026-05-22 12:00:00,1.787,1700.4,39.9,57.19,6.64,2.5918,1.094,1.787,1.609,0.2173,0.3943,0.1383
2026-05-22 20:00:00,3.02,1574.1,38.5,52.84,5.3,2.2012,3.02,2.047,1.402,0.1813,0.3691,0.157
2026-05-22 21:00:00,2.307,1575.1,41.2,52.88,5.26,2.2578,2.307,1.964,1.052,0.1923,0.3716,0.1425
2026-05-23 00:00:00,1.519,1700.2,39.2,57.03,4.71,2.4023,1.15,1.519,0.851,0.2003,0.394,0.1237
2026-05-23 04:00:00,2.549,1701.2,35.3,57.12,5.47,2.3555,1.279,1.761,2.549,0.2207,0.3899,0.1299
2026-05-23 07:00:00,1.605,1701.0,39.5,57.16,5.97,2.4492,0.9,1.605,1.273,0.2454,0.4021,0.136
2026-05-23 08:00:00,1.605,1700.5,42.1,57.16,6.23,2.5742,1.455,1.381,1.605,0.2556,0.4065,0.1376
2026-05-23 09:00:00,3.07,1701.7,43.3,57.16,5.67,2.6582,2.223,1.396,3.07,0.2595,0.4175,0.1493
2026-05-23 10:00:00,0.288,704.4,52.9,24.61,8.34,0.1406,0.16,0.288,0.09,0.0069,0.0151,0.008
2026-05-23 13:00:00,1.5,1699.8,41.8,57.16,6.49,2.8867,1.377,1.5,1.311,0.2532,0.4346,0.1498
2026-05-23 14:00:00,1.812,1701.1,41.8,57.16,5.93,2.9121,1.192,1.812,0.924,0.2629,0.4365,0.1541
2026-05-23 20:00:00,1.988,1699.4,38.4,57.12,6.3,2.4648,1.466,1.988,1.046,0.2227,0.4167,0.1445
2026-05-24 02:00:00,1.573,1701.3,41.6,57.12,5.44,2.834,1.211,1.462,1.573,0.1946,0.4277,0.1494
2026-05-24 05:00:00,2.139,1702.0,39.6,57.16,5.57,2.7227,1.492,2.139,1.832,0.2469,0.4202,0.1456
2026-05-24 08:00:00,2.812,1700.4,39.8,57.19,6.66,2.7031,1.855,1.88,2.812,0.2488,0.4023,0.1492
2026-05-24 10:00:00,1.869,1699.3,40.7,57.16,6.72,2.5547,1.496,1.869,1.336,0.238,0.4187,0.1433
2026-05-24 11:00:00,2.1,1702.1,41.8,57.19,5.92,2.7578,2.1,1.508,1.2,0.2258,0.4258,0.1576
2026-05-24 17:00:00,2.52,1701.8,42.7,57.25,6.84,2.6367,2.52,1.695,0.977,0.1908,0.407,0.1713
2026-05-24 19:00:00,2.229,1700.7,39.5,57.22,6.95,2.6016,1.435,1.41,2.229,0.2151,0.417,0.1512
2026-05-24 21:00:00,2.143,1700.9,44.3,57.28,7.63,2.8164,1.38,1.535,2.143,0.304,0.425,0.1737
2026-05-25 08:00:00,1.378,809.8,35.8,27.56,4.71,1.4814,0.645,1.378,0.463,0.1896,0.2233,0.0961
2026-05-25 11:00:00,1.117,817.4,39.0,27.58,2.75,1.502,0.579,1.117,0.428,0.1892,0.2189,0.0915
2026-05-25 12:00:00,0.989,819.2,43.3,27.58,2.25,1.2998,0.577,0.989,0.343,0.1516,0.2014,0.0804
2026-05-25 13:00:00,1.438,808.0,46.2,27.58,5.35,1.3486,0.574,1.438,0.398,0.1433,0.2109,0.0804
2026-05-25 14:00:00,0.969,808.2,47.3,27.58,5.29,1.2422,0.608,0.969,0.305,0.139,0.2095,0.0775
2026-05-25 19:00:00,0.884,817.6,44.1,27.56,2.56,1.2324,0.55,0.884,0.338,0.1559,0.1986,0.0796
2026-05-26 02:00:00,0.629,706.6,46.4,24.69,8.41,0.2002,0.222,0.629,0.202,0.0099,0.0275,0.0104
2026-05-26 05:00:00,0.294,591.8,38.0,19.89,0.97,0.6245,0.124,0.294,0.09,0.008,0.0151,0.0075
2026-05-29 07:00:00,0.862,692.1,31.2,23.3,1.6,1.1592,0.394,0.862,0.334,0.141,0.1578,0.0719
2026-05-29 11:00:00,0.904,624.8,38.7,21.2,2.4,1.0381,0.721,0.904,0.507,0.0884,0.1613,0.0756
2026-05-29 12:00:00,0.723,628.3,42.5,21.22,1.75,1.0098,0.539,0.723,0.528,0.0799,0.1578,0.0696
2026-05-29 18:00:00,0.842,628.7,42.2,21.17,1.38,0.9956,0.639,0.842,0.384,0.0853,0.1581,0.0737
2026-05-29 20:00:00,0.667,629.7,42.6,21.23,1.55,1.1641,0.511,0.667,0.593,0.0873,0.1683,0.0853
2026-05-29 21:00:00,0.624,629.5,42.7,21.23,1.59,1.1562,0.624,0.6,0.598,0.0942,0.1669,0.0769
2026-05-29 23:00:00,0.766,619.2,41.4,21.19,3.48,0.96,0.416,0.546,0.766,0.0957,0.1467,0.0622
2026-05-30 01:00:00,0.583,1494.7,43.6,49.97,2.16,0.2284,0.182,0.583,0.088,0.0088,0.0297,0.0099
2026-05-30 03:00:00,0.733,503.8,36.5,17.11,1.62,0.8701,0.423,0.733,0.57,0.0913,0.1302,0.0591
2026-05-30 04:00:00,0.795,503.9,39.6,17.09,1.52,0.7388,0.384,0.795,0.599,0.0814,0.1272,0.0622
2026-05-30 06:00:00,0.448,692.9,41.6,24.19,7.92,0.1978,0.274,0.448,0.095,0.0096,0.0258,0.012
2026-05-30 08:00:00,1.824,1701.6,41.4,57.12,5.33,2.4102,1.824,1.582,1.802,0.2218,0.3894,0.1462
2026-05-30 10:00:00,1.988,1701.2,42.0,57.09,5.06,2.5742,1.261,1.502,1.988,0.223,0.3989,0.1464
2026-05-30 11:00:00,3.322,1701.5,41.0,57.09,4.94,2.4863,1.735,2.242,3.322,0.2261,0.4021,0.1521
2026-05-30 12:00:00,2.99,1701.3,46.1,57.16,5.87,2.6406,1.544,2.342,2.99,0.2494,0.4194,0.1498
2026-05-30 22:00:00,2.443,1701.0,46.6,57.19,6.41,2.6191,1.371,2.443,1.104,0.2534,0.4265,0.1443
2026-05-30 23:00:00,2.42,1701.8,46.2,57.19,6.04,2.6504,1.746,1.759,2.42,0.2566,0.4146,0.1478
2026-05-31 00:00:00,2.217,1699.5,45.6,57.19,7.03,2.6855,1.109,2.217,1.108,0.252,0.4346,0.1469
2026-05-31 01:00:00,2.158,1701.2,48.2,57.12,5.5,2.9707,1.35,2.158,1.778,0.2153,0.47,0.1575
2026-05-31 02:00:00,1.859,1701.6,43.1,57.16,5.74,2.666,1.35,1.859,1.567,0.2201,0.4021,0.1396
2026-05-31 07:00:00,0.748,1428.8,42.6,50.0,33.0,0.1567,0.146,0.748,0.101,0.006,0.0254,0.0074
2026-05-31 08:00:00,1.791,1700.1,47.2,57.16,6.39,2.7754,1.187,1.791,1.435,0.24,0.436,0.1425
2026-05-31 09:00:00,1.767,1700.7,46.1,57.19,6.52,2.5059,1.077,1.675,1.767,0.259,0.4048,0.1378
2026-05-31 10:00:00,2.125,1701.0,47.2,57.19,6.37,2.9551,1.646,2.125,1.491,0.2479,0.4321,0.1538
2026-05-31 11:00:00,1.765,1700.0,48.2,57.19,6.84,2.7266,1.734,1.765,1.439,0.2527,0.4277,0.1501
2026-05-31 14:00:00,1.714,1700.9,47.4,57.12,5.63,2.8887,1.639,1.571,1.714,0.2388,0.4182,0.147
2026-05-31 17:00:00,2.0,1701.9,46.7,57.16,5.59,2.7266,1.285,2.0,1.042,0.2397,0.4202,0.1469
2026-05-31 19:00:00,1.922,1701.1,44.6,57.16,5.93,2.668,0.906,1.922,1.491,0.2311,0.4219,0.1422
2026-05-31 20:00:00,1.611,1699.8,45.2,57.16,6.49,2.6133,1.122,1.611,0.941,0.2566,0.4082,0.1382
2026-05-31 22:00:00,1.759,1701.5,45.4,57.16,5.78,2.8398,1.288,1.759,0.788,0.2537,0.4106,0.1393
2026-06-01 00:00:00,1.558,1700.8,44.8,57.16,6.05,2.5371,1.03,1.49,1.558,0.2466,0.4155,0.14
2026-06-01 01:00:00,2.623,1701.2,43.3,57.12,5.49,2.834,1.944,1.682,2.623,0.2382,0.4016,0.1462
2026-06-01 02:00:00,2.16,1701.1,43.8,57.16,5.93,2.668,1.751,2.16,1.117,0.2544,0.4177,0.1464
2026-06-01 03:00:00,2.869,1701.2,43.9,57.16,5.91,2.5547,1.608,1.713,2.869,0.2532,0.4038,0.1449
2026-06-01 04:00:00,2.539,1701.5,43.4,57.19,6.19,2.6973,1.015,1.688,2.539,0.2622,0.4182,0.1417
2026-06-01 05:00:00,1.792,1701.0,43.7,57.16,5.97,2.498,1.273,1.792,0.939,0.2502,0.4219,0.1414
2026-06-01 06:00:00,1.75,1701.4,44.9,57.16,5.82,2.5938,1.386,1.75,1.632,0.2469,0.4077,0.1361
2026-06-01 07:00:00,1.57,1699.9,45.9,57.19,6.86,2.5684,1.136,1.57,1.088,0.2561,0.4199,0.1403
2026-06-01 08:00:00,2.088,1701.7,46.8,57.19,6.08,2.4746,0.774,2.088,1.317,0.2539,0.4009,0.1332
2026-06-01 10:00:00,1.819,1701.6,48.6,57.19,6.13,2.6348,0.88,1.819,0.807,0.2566,0.3997,0.1348
2026-06-01 11:00:00,1.938,1701.9,47.7,57.16,5.6,2.8477,1.118,1.938,1.021,0.235,0.429,0.1425
2026-06-01 13:00:00,2.453,1701.9,50.8,57.19,6.0,2.377,1.407,1.819,2.453,0.271,0.3936,0.1404
2026-06-01 14:00:00,2.973,1701.4,52.5,57.19,6.2,2.6484,1.842,1.802,2.973,0.2673,0.396,0.144
2026-06-01 15:00:00,1.543,1702.5,51.5,57.19,5.73,2.6973,0.829,1.543,1.316,0.2705,0.3831,0.14
2026-06-01 16:00:00,2.572,1700.9,51.5,57.16,6.01,2.7695,1.556,2.572,2.105,0.26,0.4045,0.1498
2026-06-01 17:00:00,1.308,615.7,51.0,20.69,1.02,2.7188,1.149,1.308,0.511,0.2133,0.4807,0.2035
2026-06-01 20:00:00,1.726,1701.5,46.9,57.19,6.19,2.459,1.28,1.726,1.164,0.2563,0.407,0.1401
2026-06-01 22:00:00,3.162,1699.5,47.9,57.16,6.64,2.6973,1.235,1.923,3.162,0.2456,0.4009,0.1383
2026-06-01 23:00:00,2.191,1701.5,45.8,57.16,5.76,2.7305,1.565,2.191,1.858,0.2549,0.4094,0.1427
2026-06-02 00:00:00,1.962,1701.1,48.7,57.16,5.96,2.4453,1.291,1.803,1.962,0.2556,0.4094,0.1387
2026-06-02 01:00:00,2.461,1701.0,48.5,57.16,5.99,2.5547,1.434,1.973,2.461,0.2314,0.3882,0.1333
2026-06-02 04:00:00,1.582,1700.9,40.9,57.12,5.61,2.623,0.893,1.43,1.582,0.2299,0.4253,0.1376
2026-06-02 06:00:00,1.706,1701.2,45.0,57.16,5.88,2.4902,1.212,1.706,1.292,0.2321,0.407,0.1355
2026-06-02 07:00:00,1.922,1700.2,45.6,57.16,6.32,2.5254,1.922,1.592,1.512,0.2467,0.4114,0.1483
2026-06-02 08:00:00,2.502,1700.6,46.1,57.16,6.16,2.623,1.637,1.966,2.502,0.2391,0.4253,0.1429
2026-06-02 09:00:00,1.741,1701.8,47.5,57.16,5.65,2.4883,1.146,1.335,1.741,0.2441,0.3918,0.1375
2026-06-02 11:00:00,1.771,1701.6,48.5,57.16,5.72,2.5254,1.192,1.46,1.771,0.2239,0.4067,0.1381
2026-06-02 16:00:00,0.543,709.1,47.0,24.81,8.76,0.1655,0.131,0.543,0.08,0.0065,0.0236,0.0092
2026-06-02 19:00:00,1.582,1701.4,42.8,57.09,4.99,2.3184,1.582,1.301,1.227,0.2107,0.3818,0.1321
2026-06-02 20:00:00,1.763,1701.7,44.9,57.09,4.89,2.668,1.366,1.763,1.637,0.2434,0.4092,0.1527
2026-06-02 21:00:00,2.193,1701.7,46.0,57.09,4.87,2.4844,1.515,1.758,2.193,0.2556,0.4058,0.1415
2026-06-02 22:00:01,2.846,1701.3,45.7,57.12,5.46,2.6191,1.91,1.759,2.846,0.2561,0.4155,0.142
2026-06-02 23:00:01,2.848,1701.3,45.3,57.09,5.03,2.7715,1.507,2.693,2.848,0.2649,0.4321,0.145
2026-06-03 00:00:01,2.012,1701.3,45.0,57.12,5.43,2.4766,2.012,1.502,1.76,0.262,0.4231,0.1624
2026-06-03 03:00:01,2.453,1700.9,46.8,57.09,5.2,2.5234,1.107,2.453,1.424,0.2428,0.4133,0.1423
2026-06-03 04:00:01,2.457,1702.0,44.1,57.12,5.16,2.4531,1.762,1.728,2.457,0.2463,0.3877,0.1532
2026-06-03 05:00:01,2.146,1701.7,44.4,57.09,4.87,2.7363,1.358,2.146,1.548,0.2432,0.4021,0.1376
2026-06-03 06:00:01,2.059,1700.3,45.2,57.12,5.87,2.5078,1.284,2.059,1.807,0.2472,0.4016,0.1376
2026-06-03 07:00:01,2.625,1700.1,46.2,57.12,5.95,2.4824,1.747,1.682,2.625,0.2529,0.4021,0.1356
2026-06-03 10:00:01,1.954,1701.9,46.0,57.12,5.21,2.7871,1.288,1.696,1.954,0.2334,0.4294,0.1395
2026-06-03 11:00:01,2.209,1701.9,48.5,57.12,5.17,2.4863,1.316,2.209,1.343,0.2522,0.4048,0.1411
2026-06-03 13:00:01,2.619,1700.7,50.3,57.09,5.31,2.6328,2.619,2.516,0.667,0.2314,0.4111,0.1538
2026-06-03 20:00:01,1.368,1700.8,43.7,57.12,5.67,2.4062,0.992,1.305,1.368,0.2186,0.3911,0.1332
2026-06-03 21:00:01,2.305,1702.1,45.3,57.12,5.08,2.4863,1.104,2.305,1.511,0.24,0.3999,0.1315
2026-06-03 22:00:01,1.417,1700.5,45.7,57.12,5.82,2.4297,1.417,1.185,1.267,0.2485,0.4065,0.1311
2026-06-04 01:00:01,0.316,698.9,52.5,24.36,7.76,0.1592,0.194,0.316,0.094,0.0085,0.0199,0.0095
2026-06-04 02:00:01,0.873,1071.1,43.3,35.91,2.19,1.751,0.811,0.873,0.872,0.1489,0.2761,0.1119
2026-06-04 03:00:01,0.859,1069.4,41.1,35.94,3.14,1.5088,0.693,0.829,0.859,0.1377,0.2693,0.1036
2026-06-04 04:00:01,1.168,1056.1,42.2,35.94,7.9,1.623,1.168,0.987,0.631,0.1405,0.2625,0.1093
2026-06-04 06:00:01,0.802,1065.8,42.0,35.94,4.44,1.7275,0.564,0.802,0.635,0.1296,0.2666,0.1019
2026-06-04 09:00:01,0.859,1071.6,45.4,35.94,2.36,1.6758,0.358,0.859,0.645,0.1591,0.2571,0.0971
2026-06-04 10:00:01,0.779,1058.8,46.9,35.94,6.95,1.627,0.525,0.779,0.457,0.165,0.251,0.0904
2026-06-04 12:00:01,1.028,1071.8,49.1,35.94,2.26,1.667,0.645,1.028,0.468,0.1587,0.259,0.0941
2026-06-04 13:00:01,0.802,1071.4,49.3,35.94,2.41,1.6826,0.548,0.802,0.522,0.1635,0.2632,0.0941
2026-06-04 17:00:01,0.905,1072.3,47.2,36.0,2.76,1.6074,0.905,0.857,0.591,0.1544,0.2559,0.105
2026-06-04 19:00:01,2.5,998.2,44.1,33.91,6.43,1.4736,2.5,1.429,1.041,0.1465,0.2472,0.1276
2026-06-04 20:00:01,2.287,998.2,45.3,33.88,6.1,1.4229,2.287,0.995,0.94,0.1406,0.2422,0.1227
2026-06-04 21:00:01,1.556,996.5,45.2,33.91,7.01,1.3799,1.556,0.907,1.11,0.1506,0.2463,0.1119
2026-06-04 23:00:01,0.412,158.8,49.2,5.3,0.01,0.0791,0.161,0.412,0.158,0.0059,0.014,0.0073
2026-06-05 04:00:01,0.943,504.1,40.1,17.05,1.24,0.9194,0.943,0.695,0.666,0.0906,0.1351,0.0645
2026-06-05 05:00:01,0.545,503.9,41.7,17.05,1.27,0.835,0.545,0.519,0.469,0.0845,0.1324,0.0611
2026-06-05 10:00:01,0.898,687.6,40.2,23.25,2.29,1.2148,0.393,0.898,0.312,0.1131,0.1797,0.0696
2026-06-05 13:00:01,1.566,933.7,44.2,31.7,5.52,1.3809,0.58,1.566,0.481,0.1654,0.2267,0.0882
2026-06-05 14:00:13,1.619,940.0,48.3,31.7,3.53,1.4014,0.532,1.619,0.835,0.1671,0.2277,0.0887
2026-06-05 17:00:01,0.33,1480.8,51.3,50.03,10.08,0.147,0.127,0.33,0.125,0.008,0.0207,0.0087
2026-06-05 19:00:01,1.33,1061.8,43.9,35.97,6.2,2.1719,0.555,1.33,0.529,0.1484,0.3291,0.125
2026-06-05 22:00:01,3.004,1701.4,41.1,57.19,6.23,2.5977,1.318,2.326,3.004,0.204,0.4414,0.1531
2026-06-06 00:00:01,3.43,1701.4,41.6,57.25,7.03,2.582,1.535,1.637,3.43,0.2693,0.405,0.1462
2026-06-06 04:00:01,2.188,1701.7,42.2,57.16,5.68,2.5176,1.272,1.421,2.188,0.2245,0.4158,0.1403
2026-06-06 05:00:01,2.387,1701.5,45.9,57.19,6.18,2.6855,1.426,1.79,2.387,0.2349,0.4111,0.1456
2026-06-06 06:00:01,1.98,1701.6,47.6,57.19,6.15,2.4961,0.994,1.814,1.98,0.2466,0.4043,0.1401
2026-06-06 07:00:01,1.638,1701.5,49.0,57.19,6.17,2.709,1.02,1.465,1.638,0.2524,0.3821,0.1372
2026-06-06 08:00:01,2.381,1701.3,49.6,57.19,6.25,2.8398,1.284,2.127,2.381,0.2578,0.4143,0.1428
2026-06-06 09:00:01,0.235,1495.7,58.6,50.0,2.13,0.0664,0.124,0.235,0.106,0.0055,0.0089,0.0065
2026-06-06 11:00:01,2.43,1701.7,43.9,57.12,5.29,2.4121,0.899,1.728,2.43,0.2126,0.3987,0.1398
2026-06-06 22:00:01,2.105,1701.9,40.7,57.12,5.2,2.5879,1.451,2.105,2.104,0.2013,0.415,0.1475
2026-06-06 23:00:01,2.68,1699.0,47.5,57.16,6.87,2.4316,1.374,1.941,2.68,0.2245,0.3865,0.1349
